id,rank,question,score,manual_name,source_file,section_title,section_index,chunk_index,doc_id,image_ids,preview
178,3,如何驾驶摩托艇以拖曳速度直行和转弯，保证操作的平顺性和操控性？,0.749475,发电机手册,发电机手册.txt,识别码记录,1,0,manual_发电机手册_s1_c0,Manual18_0,# 识别码记录 请在指定位置记录您的产品识别码和序列号，以便向发电机经销商订购零配件。 同时请将这些识别码另行妥善保管，以防机器被盗。 <PIC>[Manual18_0] AE00011
178,4,如何驾驶摩托艇以拖曳速度直行和转弯，保证操作的平顺性和操控性？,0.735647,电钻手册,电钻手册.txt,1）工作区域安全 a）保持工作区域整洁且照明良好。 杂乱或昏暗的区域易引发事故。b）切勿在易燃易爆环境中操作电动工具， 例如存在易燃液体、气体或粉尘的场所,1,3,manual_电钻手册_s1_c3,,电动工具的启停， 请勿使用。 无法通过开关控制的电动工具存在危险，必须维修。 c）进行任何调节、更换附件或存放电动工具前， 请拔下电源插头和/或取下电池组。 此类预防性安全措施可降低电动工具意外启动的风险。 d）将闲置的电动工具存放在儿童接触不到的地方， 不允许不熟悉电动工具及本说明的人员操作。 未经培训的人员使用电动
178,5,如何驾驶摩托艇以拖曳速度直行和转弯，保证操作的平顺性和操控性？,0.733412,电钻手册,电钻手册.txt,拧螺丝（图8） 1. 使用变速拨杆选择所需速度/扭矩范围，匹配计划作业的速度和扭矩。 2. 将扭矩调节环（C）转至所需位置。 注：使用使紧固件拧入所需,25,0,manual_电钻手册_s25_c0,drill0_16,# 拧螺丝（图8） 1. 使用变速拨杆选择所需速度/扭矩范围，匹配计划作业的速度和扭矩。 2. 将扭矩调节环（C）转至所需位置。 注：使用使紧固件拧入所需 深度的最低扭矩设置。数字越小，扭矩输出越低。 <PIC>[drill0_16] 3. 将所需紧固件附件像钻头一样装入夹头。 4. 在废料或工件不显眼位置进行试操作，
179,1,摩托艇全加速行驶时，如何安全平稳地将其停稳？,0.78256,冰箱手册,冰箱手册.txt,将冰箱冰柜安装在坚固平整的地面上。,47,0,manual_冰箱手册_s47_c0,Manual17_29,# 将冰箱冰柜安装在坚固平整的地面上。 安装在不稳定位置，开关门时冰箱可能倾倒，导致伤亡。 <PIC>[Manual17_29]
179,2,摩托艇全加速行驶时，如何安全平稳地将其停稳？,0.775061,冰箱手册,冰箱手册.txt,门体无法正常关闭,121,0,manual_冰箱手册_s121_c0,,# 门体无法正常关闭 • 食物包装卡住门体。移动阻碍门体关闭的包装。 • 冰箱未调平。调节调平螺丝。 • 冰箱安装地面不平或放置不稳。调节底脚，使冰箱略微向后倾斜。
179,3,摩托艇全加速行驶时，如何安全平稳地将其停稳？,0.774439,冰箱手册,冰箱手册.txt,震动或异响,116,0,manual_冰箱手册_s116_c0,,# 震动或异响 • 冰箱安装地面不平或放置不稳。通过调节底脚调平冰箱。 • 物品掉落或存放在冰箱后方。
179,4,摩托艇全加速行驶时，如何安全平稳地将其停稳？,0.756273,空调手册,空调手册.txt,遥控器的使用,26,0,manual_空调手册_s26_c0,,# 遥控器的使用 使用遥控器可更便捷地操作空调，附加功能的按键位于遥控器盖板下方。
179,5,摩托艇全加速行驶时，如何安全平稳地将其停稳？,0.724506,发电机手册,发电机手册.txt,接地,26,0,manual_发电机手册_s26_c0,Manual18_22,# 接地 务必对发电机进行接地。详见第5页“安全信息”。 <PIC>[Manual18_22] AE00955
180,1,驾驶摩托艇时，如何避免发生碰撞事故，保障自身和水上其他人员的安全？,0.772994,洗碗机手册,洗碗机手册.txt,洗碗机,0,59,manual_洗碗机手册_s0_c59,,乎生命和财产安全的危险情况警告 触电危险
180,2,驾驶摩托艇时，如何避免发生碰撞事故，保障自身和水上其他人员的安全？,0.7709,洗碗机手册,洗碗机手册.txt,洗碗机,0,58,manual_洗碗机手册_s0_c58,,关乎生命和财产安全的危险情况警告 触电危险
180,3,驾驶摩托艇时，如何避免发生碰撞事故，保障自身和水上其他人员的安全？,0.7709,洗碗机手册,洗碗机手册.txt,洗碗机,0,57,manual_洗碗机手册_s0_c57,,关乎生命和财产安全的危险情况警告 触电危险
180,4,驾驶摩托艇时，如何避免发生碰撞事故，保障自身和水上其他人员的安全？,0.768126,洗碗机手册,洗碗机手册.txt,洗碗机,0,60,manual_洗碗机手册_s0_c60,,生命和财产安全的危险情况警告 触电危险
180,5,驾驶摩托艇时，如何避免发生碰撞事故，保障自身和水上其他人员的安全？,0.765331,洗碗机手册,洗碗机手册.txt,洗碗机,0,56,manual_洗碗机手册_s0_c56,,示 关乎生命和财产安全的危险情况警告 触电危险
181,1,水泵发动机安全停机的正确步骤是什么？,0.820813,水泵手册,水泵手册.txt,控制功能,8,0,manual_水泵手册_s8_c0,Manual31_3,# 控制功能 水管安装 1. 将接头安装在水泵上。 <PIC>[Manual31_3]
181,2,水泵发动机安全停机的正确步骤是什么？,0.77243,水泵手册,水泵手册.txt,注意 将接头安装到水泵时，务必确保垫片安装到位。,9,0,manual_水泵手册_s9_c0,Manual31_4|Manual31_5,# 注意 将接头安装到水泵时，务必确保垫片安装到位。 2. 用卡箍将软管连接到接头上。 <PIC>[Manual31_4] 3. 在进水软管末端安装滤网。 <PIC>[Manual31_5]
181,3,水泵发动机安全停机的正确步骤是什么？,0.762536,洗碗机手册,洗碗机手册.txt,概览 1. 台式（视型号而定）2. 上层喷淋臂 3. 下层碗篮 4. 下层喷淋臂 5. 过滤器 6. 控制面板 7. 机门 8. 洗涤剂盒 9. 下层喷淋臂槽,1,5,manual_洗碗机手册_s1_c5,,请将产品安装在靠近水龙头和排水孔的地方。 选择安装位置时请考虑连接后不再移动。 # 供水连接 我们建议在家庭 / 公寓进水口安装过滤器，以保护机器免受市政供水系统或自备水系统中的杂质（沙、污垢、铁锈等）损坏，并防止洗涤结束后出现发黄或污垢堆积等问题。 产品需放置在坚固平整的地面上！ # 进水管有两种类型： 冷水进水管（
181,4,水泵发动机安全停机的正确步骤是什么？,0.729995,摩托艇手册,摩托艇手册.txt,目标： 本练习训练你落水后在深水中登艇，以及扶正倾覆的摩托艇。重复练习直至能轻松完成。,21,0,manual_摩托艇手册_s21_c0,,# 目标： 本练习训练你落水后在深水中登艇，以及扶正倾覆的摩托艇。重复练习直至能轻松完成。
181,5,水泵发动机安全停机的正确步骤是什么？,0.724647,空调手册,空调手册.txt,安装须知,12,0,manual_空调手册_s12_c0,,# 安装须知 ・空调安装或维修后，务必检查是否存在制冷剂泄漏，否则可能导致产品故障。 ・正确安装排水管，确保冷凝水顺利排出，否则可能导致产品故障。 ・安装产品时，务必保持水平。 ・将空调安装在室外机噪音和废气不会影响邻居的位置，否则可能引发邻里纠纷。 ・搬运设备时，至少需要两人操作或使用叉车，否则可能导致严重受伤。 ・
182,1,水泵的核心部件有哪些？,0.570842,健身单车手册,健身单车手册.txt,请遵守以下警告：阅读并理解本机上的所有警告。！仔细阅读并理解装配说明。装配产品时，请始终让旁观者和儿童远离。在得到指示前，请勿将电源连接到机器上。请勿在室外、潮,0,24,manual_健身单车手册_s0_c24,,始体能测试。体能测试程序首先提示选择体能水平——初级（BEG）或高级（ADV）。控制台将使用所选用户档案的年龄和体重计算体能得分。开始运动并握住心率传感器。测试开始后，运动强度逐渐增加，心率随之上升。强度持续自动增加，直至心率达到“测试区间”。该区间根据用户档案最大心率的 75% 单独计算。达到测试区间后，机器保持强度
182,2,水泵的核心部件有哪些？,0.567651,蒸汽清洁机手册,蒸汽清洁机手册.txt,硬质地面清洁 本蒸汽清洁机适用于瓷砖、 Vinyl 地板、复合地板、大理石、石材及封边木地板。 在打蜡或部分未打蜡地板上使用可能降低光泽度。 不可用于未封边木地,6,1,manual_蒸汽清洁机手册_s6_c1,,18）上小心取下拖布（部件 16）。 收纳前请排空水箱（部件 9）内剩余水分。 拖布（部件 16）可热水机洗、烘干。 将电源线（部件 19）绕在机身两侧电源线挂钩（部件 3）上。 用软布擦拭机器所有表面。直立存放于干燥安全处。 # 注意： 拖布潮湿时直立存放可能在地板上留下白印。 可用醋擦拭去除白印。 # 警告： 为降
182,3,水泵的核心部件有哪些？,0.563553,烤箱手册,烤箱手册.txt,佩戴防护手套。 执行以下操作前，请确保烤箱已冷却。维护前请断开电源。,3,8,manual_烤箱手册_s3_c8,,气循环最佳。- 检查蓬松蛋糕是否熟透：将牙签插入蛋糕中心，拔出后无粘连即已熟透。- 若使用不粘蛋糕模，请勿涂抹边缘黄油，否则蛋糕边缘可能无法均匀蓬松。- 若蛋糕烹饪过程中塌陷，下次适当降低温度，可减少面糊液体用量并轻柔搅拌。- 夹心湿润甜点（如芝士蛋糕、水果派）使用“热风烘焙”功能（如有）。若蛋糕底部过湿，降低层架高度
182,4,水泵的核心部件有哪些？,0.562873,冰箱手册,冰箱手册.txt,开关冰箱门时请小心。用力开关门可能导致内部物品倾倒，造成受伤或损坏。,25,0,manual_冰箱手册_s25_c0,,# 开关冰箱门时请小心。用力开关门可能导致内部物品倾倒，造成受伤或损坏。
182,5,水泵的核心部件有哪些？,0.560137,蒸汽清洁机手册,蒸汽清洁机手册.txt,产品功能  水箱： （部件 9）水箱位于手持蒸汽器（部件 13）顶部。 可使用蒸馏水或去离子水替代自来水。,3,0,manual_蒸汽清洁机手册_s3_c0,,# 产品功能  水箱： （部件 9）水箱位于手持蒸汽器（部件 13）顶部。 可使用蒸馏水或去离子水替代自来水。 # 警告： 蒸汽清洁机不可添加任何化学药剂 水箱无水时切勿使用 水过滤器位于水箱（部件 9）后方。 可过滤自来水中的矿物质及杂质。 防止水垢损坏机器。 为延长过滤器寿命，建议使用蒸馏水。 就绪指示灯位于手持
183,1,清洗油箱滤网的详细步骤是什么？,0.867345,冰箱手册,冰箱手册.txt,清洁后,111,0,manual_冰箱手册_s111_c0,,# 清洁后 检查电源线无损坏、电源插头无过热、插头牢固插入插座。
183,2,清洗油箱滤网的详细步骤是什么？,0.772892,冰箱手册,冰箱手册.txt,清洁,107,0,manual_冰箱手册_s107_c0,,# 清洁
183,3,清洗油箱滤网的详细步骤是什么？,0.719438,空调手册,空调手册.txt,清洁 3M 多重防护滤网,76,0,manual_空调手册_s76_c0,Manual01_31,# 清洁 3M 多重防护滤网 1 关闭电源并拔下电源线。 2 打开前盖板，取出空气滤网（详见 “清洁空气滤网”）。 3 抽出 3M 多重防护滤网。 <PIC>[Manual01_31] * 功能会根据机型有所调整。 4 用吸尘器清理滤网污垢，切勿用水清洗 3M 多重防护滤网，以免造成滤网损坏。
183,4,清洗油箱滤网的详细步骤是什么？,0.715364,电钻手册,电钻手册.txt,清洁 警告：每周至少用洁净干燥空气吹净所有通风口的灰尘一次。为降低眼部受伤风险，执行此操作时务必佩戴ANSI Z87.1认证护目镜。 警告：切勿使用溶剂或其,28,0,manual_电钻手册_s28_c0,,# 清洁 警告：每周至少用洁净干燥空气吹净所有通风口的灰尘一次。为降低眼部受伤风险，执行此操作时务必佩戴ANSI Z87.1认证护目镜。 警告：切勿使用溶剂或其 他强腐蚀性化学品清洁工具非金属部件。这些化学品可能削弱所用塑料材料。仅使用沾水和温和肥皂的布清洁。切勿让任何液体进入工具内部；切勿将工具任何部件浸入液体中。
183,5,清洗油箱滤网的详细步骤是什么？,0.700411,电钻手册,电钻手册.txt,充电器清洁说明 警告：触电危险。清洁前将充电器从交流插座拔下。可用布或非金属软刷清除充电器外部的污垢和油脂。不要用水或任何清洁溶液。,29,0,manual_电钻手册_s29_c0,,# 充电器清洁说明 警告：触电危险。清洁前将充电器从交流插座拔下。可用布或非金属软刷清除充电器外部的污垢和油脂。不要用水或任何清洁溶液。
184,1,水泵安全排放燃油的正确步骤是什么？,0.817295,水泵手册,水泵手册.txt,控制功能,8,0,manual_水泵手册_s8_c0,Manual31_3,# 控制功能 水管安装 1. 将接头安装在水泵上。 <PIC>[Manual31_3]
184,2,水泵安全排放燃油的正确步骤是什么？,0.769787,水泵手册,水泵手册.txt,注意 将接头安装到水泵时，务必确保垫片安装到位。,9,0,manual_水泵手册_s9_c0,Manual31_4|Manual31_5,# 注意 将接头安装到水泵时，务必确保垫片安装到位。 2. 用卡箍将软管连接到接头上。 <PIC>[Manual31_4] 3. 在进水软管末端安装滤网。 <PIC>[Manual31_5]
184,3,水泵安全排放燃油的正确步骤是什么？,0.753452,洗碗机手册,洗碗机手册.txt,概览 1. 台式（视型号而定）2. 上层喷淋臂 3. 下层碗篮 4. 下层喷淋臂 5. 过滤器 6. 控制面板 7. 机门 8. 洗涤剂盒 9. 下层喷淋臂槽,1,5,manual_洗碗机手册_s1_c5,,请将产品安装在靠近水龙头和排水孔的地方。 选择安装位置时请考虑连接后不再移动。 # 供水连接 我们建议在家庭 / 公寓进水口安装过滤器，以保护机器免受市政供水系统或自备水系统中的杂质（沙、污垢、铁锈等）损坏，并防止洗涤结束后出现发黄或污垢堆积等问题。 产品需放置在坚固平整的地面上！ # 进水管有两种类型： 冷水进水管（
184,4,水泵安全排放燃油的正确步骤是什么？,0.723073,空调手册,空调手册.txt,安装须知,12,0,manual_空调手册_s12_c0,,# 安装须知 ・空调安装或维修后，务必检查是否存在制冷剂泄漏，否则可能导致产品故障。 ・正确安装排水管，确保冷凝水顺利排出，否则可能导致产品故障。 ・安装产品时，务必保持水平。 ・将空调安装在室外机噪音和废气不会影响邻居的位置，否则可能引发邻里纠纷。 ・搬运设备时，至少需要两人操作或使用叉车，否则可能导致严重受伤。 ・
184,5,水泵安全排放燃油的正确步骤是什么？,0.721534,摩托艇手册,摩托艇手册.txt,目标： 本练习训练你落水后在深水中登艇，以及扶正倾覆的摩托艇。重复练习直至能轻松完成。,21,0,manual_摩托艇手册_s21_c0,,# 目标： 本练习训练你落水后在深水中登艇，以及扶正倾覆的摩托艇。重复练习直至能轻松完成。
185,1,水泵无法抽水的潜在原因有哪些，该如何有效诊断并解决这些问题？,0.778172,水泵手册,水泵手册.txt,无法抽水,42,0,manual_水泵手册_s42_c0,,# 无法抽水 o 注水螺塞或放水螺塞松动……拧紧。 o 软管接头或卡箍松动……拧紧。 o O形圈或垫片损坏……更换。 o 机械密封损坏……咨询经销商。
185,2,水泵无法抽水的潜在原因有哪些，该如何有效诊断并解决这些问题？,0.717244,摩托艇手册,摩托艇手册.txt,操作方法： 将摩托艇放入水中，在无杂草或杂物、水深至少60厘米（2英尺）的水域中练习，站立在艇旁操作。 切勿在水深不足60厘米（2英尺）的水域操作，否则石子或沙,14,0,manual_摩托艇手册_s14_c0,,# 操作方法： 将摩托艇放入水中，在无杂草或杂物、水深至少60厘米（2英尺）的水域中练习，站立在艇旁操作。 切勿在水深不足60厘米（2英尺）的水域操作，否则石子或沙 子可能被吸入喷射口，导致叶轮损坏或发动机过热。
185,3,水泵无法抽水的潜在原因有哪些，该如何有效诊断并解决这些问题？,0.708947,摩托艇手册,摩托艇手册.txt,操作方法： 先在近岸练习，再前往开阔水域。 驾驶者体重越大，平衡艇体难度越高。 练习时不启动发动机。 将熄火绳系在手腕上，在水深至少齐胸的水域让艇漂浮。,23,0,manual_摩托艇手册_s23_c0,,# 操作方法： 先在近岸练习，再前往开阔水域。 驾驶者体重越大，平衡艇体难度越高。 练习时不启动发动机。 将熄火绳系在手腕上，在水深至少齐胸的水域让艇漂浮。
185,4,水泵无法抽水的潜在原因有哪些，该如何有效诊断并解决这些问题？,0.691599,水泵手册,水泵手册.txt,漏水检查,28,0,manual_水泵手册_s28_c0,Manual31_24,# 漏水检查 检查水泵是否漏水，重新拧紧螺栓、螺塞、卡箍及软管接头，必要时更换O形圈及/或垫片。 <PIC>[Manual31_24]
185,5,水泵无法抽水的潜在原因有哪些，该如何有效诊断并解决这些问题？,0.686276,水泵手册,水泵手册.txt,使用后排水,22,0,manual_水泵手册_s22_c0,Manual31_19,# 使用后排水 冬季气温低于0℃（32℉）时，泵体内积水会结冰，可能导致水泵损坏。使用后请从底部排水口排空积水再存放。 <PIC>[Manual31_19]
186,1,如何为温控器设置日期和时间，以实现精准的日程和温度控制？,0.736048,洗碗机手册,洗碗机手册.txt,洗碗机,0,61,manual_洗碗机手册_s0_c61,,命和财产安全的危险情况警告 触电危险
186,2,如何为温控器设置日期和时间，以实现精准的日程和温度控制？,0.72413,洗碗机手册,洗碗机手册.txt,洗碗机,0,62,manual_洗碗机手册_s0_c62,,和财产安全的危险情况警告 触电危险
186,3,如何为温控器设置日期和时间，以实现精准的日程和温度控制？,0.686284,健身追踪器手册,健身追踪器手册.txt,基础操作 了解如何管理设置、设置个人PIN码、操作屏幕和查看电量。,12,0,manual_健身追踪器手册_s12_c0,,# 基础操作 了解如何管理设置、设置个人PIN码、操作屏幕和查看电量。
186,4,如何为温控器设置日期和时间，以实现精准的日程和温度控制？,0.657782,水泵手册,水泵手册.txt,化油器调整,27,0,manual_水泵手册_s27_c0,,# 化油器调整 化油器是发动机关键部件，调整工作应交由具备专业知识、数据和设备的经销商完成。
186,5,如何为温控器设置日期和时间，以实现精准的日程和温度控制？,0.623791,洗碗机手册,洗碗机手册.txt,洗碗机,0,57,manual_洗碗机手册_s0_c57,,关乎生命和财产安全的危险情况警告 触电危险
187,1,如何调整温控器的系统和风扇运行设置，以优化供暖和制冷效果？,0.757243,洗碗机手册,洗碗机手册.txt,洗碗机,0,61,manual_洗碗机手册_s0_c61,,命和财产安全的危险情况警告 触电危险
187,2,如何调整温控器的系统和风扇运行设置，以优化供暖和制冷效果？,0.747626,电钻手册,电钻手册.txt,拧螺丝（图8） 1. 使用变速拨杆选择所需速度/扭矩范围，匹配计划作业的速度和扭矩。 2. 将扭矩调节环（C）转至所需位置。 注：使用使紧固件拧入所需,25,0,manual_电钻手册_s25_c0,drill0_16,# 拧螺丝（图8） 1. 使用变速拨杆选择所需速度/扭矩范围，匹配计划作业的速度和扭矩。 2. 将扭矩调节环（C）转至所需位置。 注：使用使紧固件拧入所需 深度的最低扭矩设置。数字越小，扭矩输出越低。 <PIC>[drill0_16] 3. 将所需紧固件附件像钻头一样装入夹头。 4. 在废料或工件不显眼位置进行试操作，
187,3,如何调整温控器的系统和风扇运行设置，以优化供暖和制冷效果？,0.740544,洗碗机手册,洗碗机手册.txt,洗碗机,0,62,manual_洗碗机手册_s0_c62,,和财产安全的危险情况警告 触电危险
187,4,如何调整温控器的系统和风扇运行设置，以优化供暖和制冷效果？,0.723368,水泵手册,水泵手册.txt,化油器调整,27,0,manual_水泵手册_s27_c0,,# 化油器调整 化油器是发动机关键部件，调整工作应交由具备专业知识、数据和设备的经销商完成。
187,5,如何调整温控器的系统和风扇运行设置，以优化供暖和制冷效果？,0.697175,发电机手册,发电机手册.txt,识别码记录,1,0,manual_发电机手册_s1_c0,Manual18_0,# 识别码记录 请在指定位置记录您的产品识别码和序列号，以便向发电机经销商订购零配件。 同时请将这些识别码另行妥善保管，以防机器被盗。 <PIC>[Manual18_0] AE00011
188,1,如何调整温控器的程序日程，以实现高效的能源利用和温度控制？,0.695131,洗碗机手册,洗碗机手册.txt,洗碗机,0,61,manual_洗碗机手册_s0_c61,,命和财产安全的危险情况警告 触电危险
188,2,如何调整温控器的程序日程，以实现高效的能源利用和温度控制？,0.679439,水泵手册,水泵手册.txt,化油器调整,27,0,manual_水泵手册_s27_c0,,# 化油器调整 化油器是发动机关键部件，调整工作应交由具备专业知识、数据和设备的经销商完成。
188,3,如何调整温控器的程序日程，以实现高效的能源利用和温度控制？,0.67564,洗碗机手册,洗碗机手册.txt,洗碗机,0,62,manual_洗碗机手册_s0_c62,,和财产安全的危险情况警告 触电危险
188,4,如何调整温控器的程序日程，以实现高效的能源利用和温度控制？,0.672782,冰箱手册,冰箱手册.txt,注意 • 务必检查橡胶材质的O型圈。 • 灯泡长时间点亮后请勿触碰，温度极高。 • 灯泡功率最大30W。 • 门体长时间打开时，内部灯点亮7分钟后会自动熄灭以,97,0,manual_冰箱手册_s97_c0,,# 注意 • 务必检查橡胶材质的O型圈。 • 灯泡长时间点亮后请勿触碰，温度极高。 • 灯泡功率最大30W。 • 门体长时间打开时，内部灯点亮7分钟后会自动熄灭以 保障安全。（重新开门灯亮。）
188,5,如何调整温控器的程序日程，以实现高效的能源利用和温度控制？,0.668105,电钻手册,电钻手册.txt,拧螺丝（图8） 1. 使用变速拨杆选择所需速度/扭矩范围，匹配计划作业的速度和扭矩。 2. 将扭矩调节环（C）转至所需位置。 注：使用使紧固件拧入所需,25,0,manual_电钻手册_s25_c0,drill0_16,# 拧螺丝（图8） 1. 使用变速拨杆选择所需速度/扭矩范围，匹配计划作业的速度和扭矩。 2. 将扭矩调节环（C）转至所需位置。 注：使用使紧固件拧入所需 深度的最低扭矩设置。数字越小，扭矩输出越低。 <PIC>[drill0_16] 3. 将所需紧固件附件像钻头一样装入夹头。 4. 在废料或工件不显眼位置进行试操作，
189,1,如何在不影响已编程日程的情况下，临时更改温控器的温度设置？,0.835185,冰箱手册,冰箱手册.txt,电源插头可触及性,63,0,manual_冰箱手册_s63_c0,,# 电源插头可触及性 冰箱冰柜的电源插头应放置在紧急情况下可快速断开的易触及位置。
189,2,如何在不影响已编程日程的情况下，临时更改温控器的温度设置？,0.751052,VR头显手册,VR头显手册.txt,儿童使用,10,0,manual_VR头显手册_s10_c0,,# 儿童使用 VR头显不适用于12岁以下儿童。
189,3,如何在不影响已编程日程的情况下，临时更改温控器的温度设置？,0.745027,发电机手册,发电机手册.txt,机油警告系统,14,0,manual_发电机手册_s14_c0,,# 机油警告系统 当机油液位低于下限，发动机将自动停机。不补充机油则无法再次启动。
189,4,如何在不影响已编程日程的情况下，临时更改温控器的温度设置？,0.729971,相机手册,相机手册.txt,拍摄模式 根据用途或场景选择拍摄模式。（第57页） • 也可使用在快门按钮设置中分配了拍摄模式切换功能的快门按钮。反复按下按钮选择拍摄模式。,33,0,manual_相机手册_s33_c0,,# 拍摄模式 根据用途或场景选择拍摄模式。（第57页） • 也可使用在快门按钮设置中分配了拍摄模式切换功能的快门按钮。反复按下按钮选择拍摄模式。
189,5,如何在不影响已编程日程的情况下，临时更改温控器的温度设置？,0.720777,摩托艇手册,摩托艇手册.txt,技能： 停车、滑航速度操作及滑航速度下停车。,46,0,manual_摩托艇手册_s46_c0,,# 技能： 停车、滑航速度操作及滑航速度下停车。
190,1,当设备或系统出现警报界面时，应采取哪些操作？,0.75156,发电机手册,发电机手册.txt,AE00471 油箱滤网,49,0,manual_发电机手册_s49_c0,,# AE00471 油箱滤网 1. 打开油箱盖，取出滤网。 ① 滤网 2. 用溶剂清洁滤网，如有损坏请更换。 3. 擦拭干净后装回滤网。
190,2,当设备或系统出现警报界面时，应采取哪些操作？,0.742229,冰箱手册,冰箱手册.txt,温度控制显示面板,74,0,manual_冰箱手册_s74_c0,,# 温度控制显示面板
190,3,当设备或系统出现警报界面时，应采取哪些操作？,0.722849,VR头显手册,VR头显手册.txt,VR头显屏幕,12,0,manual_VR头显手册_s12_c0,,# VR头显屏幕 ● 屏幕特定位置可能出现黑色（暗点）像素或常亮像素。此类斑点属于屏幕正常现象，并非系统故障。屏幕采用高精度技术制造。但每个屏幕仍可能出现极少数暗点或常亮像素，以及色彩或亮度不均。 ● 保持VR头显的附着传感器（第11页）无遮挡。若附着传感器被遮挡，取下头显时屏幕可能不会自动关闭。若屏幕长时间显示同一画
190,4,当设备或系统出现警报界面时，应采取哪些操作？,0.714525,相机手册,相机手册.txt,装入/充电电池,2,4,manual_相机手册_s2_c4,Manual29_24|Manual29_25,3] 使用89键选择要设置的项目（年、月、日、时、分），然后使用67键设置数值。 设置快门按钮功能。 <PIC>[Manual29_24] 详情请参阅第47页。 按下MENU/OK按钮。 快门按钮功能设置 在下表组合中为每个快门按钮分配功能。 <PIC>[Manual29_25] 默认情况下，右快门按钮分配拍摄功能，左
190,5,当设备或系统出现警报界面时，应采取哪些操作？,0.704859,健身追踪器手册,健身追踪器手册.txt,管理通知 健身追踪器最多可存储30条通知，超出后新通知会替换最早的通知。,36,0,manual_健身追踪器手册_s36_c0,,# 管理通知 健身追踪器最多可存储30条通知，超出后新通知会替换最早的通知。 管理通知： · 在时钟界面向上滑动查看通知，点击任意通知展开。 · 删除单条通知：点击展开，滑动至底部并点击清除。 · 一次性删除所有通知：向上滑动至通知底部，点击全部清除。 · 退出通知界面：按下按钮或向下滑动。
191,1,针对热泵应如何修改接线，以确保连接正确且功能正常？,0.805707,发电机手册,发电机手册.txt,注：,37,0,manual_发电机手册_s37_c0,Manual18_37,# 注： 启动发动机后再连接电池。红线夹接电池正极(+)，黑线夹接电池负极(-)，切勿接反。 ① 红色 — 黑色 2. 启动发动机。 3. 按下直流保护器，安装电池。 <PIC>[Manual18_37]
191,2,针对热泵应如何修改接线，以确保连接正确且功能正常？,0.761282,发电机手册,发电机手册.txt,直流保护器,18,0,manual_发电机手册_s18_c0,generator_08|generator_09,# 直流保护器 当负载超过发电机额定输出时，直流保护器将自动断开。 <PIC>[generator_08]# 注意 若直流保护器断开，请将负载降至发电机额定输出范围内。若再次断开，请咨询发电机经销商。# 注：按下即可复位直流保护器。① “复位” — “断开” <PIC>[generator_09] AE01021
191,3,针对热泵应如何修改接线，以确保连接正确且功能正常？,0.744907,电钻手册,电钻手册.txt,在线注册 感谢您的购买。立即注册产品，享受： • 保修服务：产品出现问题时，注册可帮助您获得更高效的保修服务。 • 所有权证明：发生火灾、洪水、盗窃等保险,32,0,manual_电钻手册_s32_c0,,# 在线注册 感谢您的购买。立即注册产品，享受： • 保修服务：产品出现问题时，注册可帮助您获得更高效的保修服务。 • 所有权证明：发生火灾、洪水、盗窃等保险 损失时，产品注册可作为购买凭证。 • 安全保障：注册后，如根据《联邦消费者安全法》需要发布安全通知，我们可及时联系您。 请访问www.dewalt.com/re
191,4,针对热泵应如何修改接线，以确保连接正确且功能正常？,0.740846,功能键盘手册,功能键盘手册.txt,9.2 全球保修政策 本全球保修政策适用于您所购买的产品。,14,0,manual_功能键盘手册_s14_c0,Manual21_16,# 9.2 全球保修政策 本全球保修政策适用于您所购买的产品。 # I. 保修期限 任何更换产品的保修期限为剩余保修期或三十天，以较长者为准。享受保修服务需提供购买凭证。 # II. 保障对象 本保修仅覆盖原始消费者购买的产品。<PIC>[Manual21_16]
191,5,针对热泵应如何修改接线，以确保连接正确且功能正常？,0.736061,功能键盘手册,功能键盘手册.txt,9.2 全球保修政策,17,0,manual_功能键盘手册_s17_c0,,# 9.2 全球保修政策 # X. 官网退货/换货政策 本保修范围内的合格产品，仅在获得授权RMA编号且于购买30天内退回官网库存时，方可享受全额退款或换货。购买超过30天不予退货。官网保留拒绝任何退货或换货的权利。退款将按原支付方式退回。如需发起退货，只需通过售后支持网站提交申请即可。
192,1,如何安全更换温控器的电池，确保更换后设备功能正常？,0.8027,电钻手册,电钻手册.txt,在线注册 感谢您的购买。立即注册产品，享受： • 保修服务：产品出现问题时，注册可帮助您获得更高效的保修服务。 • 所有权证明：发生火灾、洪水、盗窃等保险,32,0,manual_电钻手册_s32_c0,,# 在线注册 感谢您的购买。立即注册产品，享受： • 保修服务：产品出现问题时，注册可帮助您获得更高效的保修服务。 • 所有权证明：发生火灾、洪水、盗窃等保险 损失时，产品注册可作为购买凭证。 • 安全保障：注册后，如根据《联邦消费者安全法》需要发布安全通知，我们可及时联系您。 请访问www.dewalt.com/re
192,2,如何安全更换温控器的电池，确保更换后设备功能正常？,0.790378,洗碗机手册,洗碗机手册.txt,洗碗机,0,48,manual_洗碗机手册_s0_c48,,重要信息或使用提示 关乎生命和财产安全的危险情况警告 触电危险
192,3,如何安全更换温控器的电池，确保更换后设备功能正常？,0.790378,洗碗机手册,洗碗机手册.txt,洗碗机,0,47,manual_洗碗机手册_s0_c47,,重要信息或使用提示 关乎生命和财产安全的危险情况警告 触电危险
