id,question,keywords,matched_keywords,keyword_coverage,result_count,top1_score,avg_score,recall@5,recall@3,inferred_route,heuristic_route,retrieval_mode,rule_route,strong_rule_route,classifier_label,classifier_confidence,classifier_used,service_result_count,manual_result_count,top_manuals,top_image_ids,hit_quality
312,What should I pay attention to in order to ensure my safety when using this fax?,what|should|i|pay|attention|to|in|order|ensure|my|safety|when|using|this|fax,,0.0,5,0.2436,0.0732,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.4641,True,0,5,VR头显手册|洗碗机手册|洗碗机手册,,low
313,"In order to keep your fingers safe, what should you pay attention to about the fax?",in|order|to|keep|your|fingers|safe|what|should|you|pay|attention|about|the|fax,,0.0,5,0.3273,0.2773,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8164,True,0,5,空调手册|VR头显手册|空调手册,,low
314,I'm about to move this fax. Is there anything I should pay attention to?,i|m|about|to|move|this|fax|is|there|anything|should|pay|attention,,0.0,5,0.3086,0.0934,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7604,True,0,5,空调手册|VR头显手册|空调手册,,low
315,"Are caution or warning labels inside the fax important? If not, can I remove them?",are|caution|or|warning|labels|inside|the|fax|important|if|not|can|i|remove|them,,0.0,5,0.3089,0.3089,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.982,True,0,5,空调手册|冰箱手册|冰箱手册,,low
316,"If I'm in Canada, is there any statement of the fax vailable in my country?",if|i|m|in|canada|is|there|any|statement|of|the|fax|vailable|my|country,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.8481,True,0,0,,,empty
317,"When using the grill, how to connect regulator to the LP Tank?",when|using|the|grill|how|to|connect|regulator|lp|tank,,0.0,5,0.0682,0.0183,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8169,True,0,5,水泵手册|摩托艇手册|冰箱手册,,low
318,"To engure my safety when using the grill, how to do leak testing on valves, hose and regulatol?",to|engure|my|safety|when|using|the|grill|how|do|leak|testing|on|valves|hose|and|regulatol,to,0.0588,5,0.2277,0.0803,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8348,True,0,5,VR头显手册|冰箱手册|发电机手册,,low
319,What should I pay attention to on ablout indirect cooking using the grill?,what|should|i|pay|attention|to|on|ablout|indirect|cooking|using|the|grill,,0.0,1,0.0731,0.0731,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.4526,False,0,1,烤箱手册,,low
320,What are the first three steps in assembly process of the grill according to the manual?,what|are|the|first|three|steps|in|assembly|process|of|grill|according|to|manual,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.8649,True,0,0,,,empty
321,Can you share me some safety tips using the grill?,can|you|share|me|some|safety|tips|using|the|grill,,0.0,5,0.2644,0.1459,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7079,True,0,5,烤箱手册|VR头显手册|烤箱手册,,low
322,What are identification numbers of my jetski? I don't understand that.,what|are|identification|numbers|of|my|jetski|i|don|t|understand|that,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.649,True,0,0,,,empty
323,I've heard that my jetski has cruising limitations. Please introduce them.,i|ve|heard|that|my|jetski|has|cruising|limitations|please|introduce|them,,0.0,5,0.0002,0.0,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7456,True,0,5,摩托艇手册|儿童电动摩托车手册|儿童电动摩托车手册,,low
324,I've heard that my jetski has cruising limitations. Please introduce them.,i|ve|heard|that|my|jetski|has|cruising|limitations|please|introduce|them,,0.0,5,0.0002,0.0,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7456,True,0,5,摩托艇手册|儿童电动摩托车手册|儿童电动摩托车手册,,low
325,What are the operation requirements if I want to use my jetski?,what|are|the|operation|requirements|if|i|want|to|use|my|jetski,,0.0,1,0.1844,0.1844,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7054,True,0,1,摩托艇手册,,low
326,What kinds of watercraft characteristics does my jetski have?,what|kinds|of|watercraft|characteristics|does|my|jetski|have,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.7555,True,0,0,,,empty
327,"When encountering vessels driving my jetski, what rules should I obey?",when|encountering|vessels|driving|my|jetski|what|rules|should|i|obey,i,0.0909,3,0.3347,0.2457,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.4391,False,0,3,摩托艇手册|摩托艇手册|摩托艇手册,,low
328,"I'd like to remove and install the seat of my jetski, what steps should I follow?",i|d|like|to|remove|and|install|the|seat|of|my|jetski|what|steps|should|follow,i|install,0.125,2,0.4154,0.3495,1.0,1.0,service,unknown,dual_route,mixed,service,manual,0.8597,False,2,0,,,low
329,"In daily usage, how to open and close the hood of the jetski?",in|daily|usage|how|to|open|and|close|the|hood|of|jetski,to|the,0.1667,5,0.1656,0.1262,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8694,True,0,5,健身单车手册|吹风机手册|可编程温控器手册,,low
330,I've noticed that there are two different kinds of filler caps on the jetski. How to remove them?,i|ve|noticed|that|there|are|two|different|kinds|of|filler|caps|on|the|jetski|how|to|remove|them,i,0.0526,5,0.3242,0.2749,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8352,True,0,5,功能键盘手册|水泵手册|水泵手册,Manual21_14,low
331,"If I need to manipulate the two kinds of engine switches on the jetski, what should I do?",if|i|need|to|manipulate|the|two|kinds|of|engine|switches|on|jetski|what|should|do,i|to,0.125,5,0.3275,0.3004,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7722,True,0,5,发电机手册|发电机手册|发电机手册,generator_06,low
332,"There are two kinds of levers on the jetski, how to manipulate them?",there|are|two|kinds|of|levers|on|the|jetski|how|to|manipulate|them,,0.0,5,0.3294,0.3159,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8232,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
333,What information should I obtain about Quick Shift Trim System (QSTS) selector when using my jetski,what|information|should|i|obtain|about|quick|shift|trim|system|qsts|selector|when|using|my|jetski,,0.0,5,0.3061,0.297,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.5875,True,0,5,健身单车手册|健身单车手册|健身单车手册,,low
334,What do fuel meter and hour meter on my jetski do?,what|do|fuel|meter|and|hour|on|my|jetski,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.5114,True,0,0,,,empty
344,Inspecting fuel filter and fuel tank of my jetski is important. How to do that?,inspecting|fuel|filter|and|tank|of|my|jetski|is|important|how|to|do|that,,0.0,2,0.0381,0.0282,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8759,True,0,2,水泵手册|水泵手册,,low
345,How to adjust the adjustable sponson of my jetski if needed?,how|to|adjust|the|adjustable|sponson|of|my|jetski|if|needed,to,0.0909,5,0.096,0.0313,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8069,True,0,5,健身单车手册|摩托艇手册|人体工学椅手册,Manual14_25,low
346,The intake and impeller of my jetski are dirty. How to clean them?,the|intake|and|impeller|of|my|jetski|are|dirty|how|to|clean|them,,0.0,5,0.3374,0.3,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7737,True,0,5,空调手册|电钻手册|VR头显手册,Manual01_29|Manual01_30,low
347,How to start my jetski in different situations?,how|to|start|my|jetski|in|different|situations,,0.0,5,0.3285,0.2738,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7982,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
348,What are basic steps to board my jetski with a passenger in deep water?,what|are|basic|steps|to|board|my|jetski|with|a|passenger|in|deep|water,a,0.0714,5,0.3366,0.3282,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7937,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
349,"If it is difficult to balance the jetski at a stand still, what should I do?",if|it|is|difficult|to|balance|the|jetski|at|a|stand|still|what|should|i|do,,0.0,5,0.222,0.1538,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.4484,False,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
350,What is the max load of the jetski?,what|is|the|max|load|of|jetski,,0.0,3,0.3225,0.2122,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8057,True,0,3,相机手册|摩托艇手册|儿童电动摩托车手册,,low
351,What is the overview of the base station of a landline?,what|is|the|overview|of|base|station|a|landline,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.7874,True,0,0,,,empty
352,How can you connect the base station of a landline?,how|can|you|connect|the|base|station|of|a|landline,a,0.1,5,0.1214,0.0754,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9139,True,0,5,水泵手册|冰箱手册|空调手册,Manual31_4|Manual31_5,low
353,How can you install the handset of a landline?,how|can|you|install|the|handset|of|a|landline,install|a,0.2222,2,0.4635,0.3933,1.0,1.0,service,unknown,dual_route,mixed,service,manual,0.9658,False,2,0,,,low
354,How can you check the battery level of a landline?,how|can|you|check|the|battery|level|of|a|landline,a,0.1,5,0.1043,0.0673,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9617,True,0,5,健身追踪器手册|相机手册|健身追踪器手册,Manual16_22,low
355,What can you do if your landline is in searching status?,what|can|you|do|if|your|landline|is|in|searching|status,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.6113,True,0,0,,,empty
356,How can you know about the current status with different LED indicator behavior on a landline?,how|can|you|know|about|the|current|status|with|different|led|indicator|behavior|on|a|landline,led|a,0.125,5,0.2887,0.1888,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9015,True,0,5,空调手册|健身追踪器手册|蓝牙激光鼠标手册,,low
357,How can you know about the current status with different LED indicator behavior on the base station of a landline?,how|can|you|know|about|the|current|status|with|different|led|indicator|behavior|on|base|station|of|a|landline,a,0.0526,4,0.1767,0.0938,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9259,True,0,4,空调手册|健身追踪器手册|健身追踪器手册,,low
358,How can you lower the roll bar of a lawn mower?,how|can|you|lower|the|roll|bar|of|a|lawn|mower,a,0.0909,5,0.2346,0.0997,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9198,True,0,5,洗碗机手册|吹风机手册|吹风机手册,Manual06_14|Manual06_15|Manual06_16,low
359,How can you adjust the rear-shock assemblies for a lawn mower with suspension system only?,how|can|you|adjust|the|rear-shock|assemblies|for|a|lawn|mower|with|suspension|system|only,a,0.0667,3,0.3133,0.2517,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9119,True,0,3,人体工学椅手册|电钻手册|健身单车手册,Manual02_7|Manual02_8|Manual02_9|Manual02_10|Manual02_11,low
360,How can you adjust the height of cut for a lawn mower with an electric deck lift?,how|can|you|adjust|the|height|of|cut|for|a|lawn|mower|with|an|electric|deck|lift,a|an,0.1176,3,0.2238,0.1336,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9058,True,0,3,电钻手册|洗碗机手册|电钻手册,Manual11_7,low
361,How can you load a lawn mower?,how|can|you|load|a|lawn|mower,a,0.1429,5,0.2321,0.104,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9107,True,0,5,健身单车手册|吹风机手册|吹风机手册,Manual14_2|Manual14_3,low
362,How can you unload a lawn mower?,how|can|you|unload|a|lawn|mower,,0.0,5,0.0145,0.0084,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8591,True,0,5,吹风机手册|吹风机手册|吹风机手册,,low
363,How can you change the engine oil of a lawn mower?,how|can|you|change|the|engine|oil|of|a|lawn|mower,a,0.0909,5,0.4009,0.397,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9531,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
364,How can you remove the filters of a lawn mower?,how|can|you|remove|the|filters|of|a|lawn|mower,a,0.1,5,0.3089,0.231,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9278,True,0,5,空气净化器手册|空调手册|发电机手册,Manual03_0|Manual03_1|Manual03_2|Manual03_3,low
365,How can you replace the mower belt of a lawn mower?,how|can|you|replace|the|mower|belt|of|a|lawn,a,0.1,5,0.3119,0.2839,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9244,True,0,5,吹风机手册|发电机手册|洗碗机手册,Manual04_49|Blower_03|Blower_04,low
366,How can you set up control of a over-the-range microwave?,how|can|you|set|up|control|of|a|over-the-range|microwave,a,0.1,5,0.2986,0.2058,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9413,True,0,5,健身单车手册|健身单车手册|空调手册,Manual14_10|Manual14_11|exercise_bikes_01,low
367,How can you set the light timer of a over-the-range microwave?,how|can|you|set|the|light|timer|of|a|over-the-range|microwave,the|a,0.1818,5,0.3379,0.335,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9492,True,0,5,空调手册|可编程温控器手册|烤箱手册,Manual01_12,low
368,How can you set yout favorite recipe with a over-the-range microwave?,how|can|you|set|yout|favorite|recipe|with|a|over-the-range|microwave,a,0.0909,3,0.332,0.1391,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9195,True,0,3,烤箱手册|烤箱手册|烤箱手册,,low
369,How can you reheat food with a over-the-range microwave?,how|can|you|reheat|food|with|a|over-the-range|microwave,a,0.1111,5,0.3244,0.2568,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9137,True,0,5,烤箱手册|空调手册|烤箱手册,oven_05|oven_06|oven_07,low
370,How can you use auto defrost of a over-the-range microwave?,how|can|you|use|auto|defrost|of|a|over-the-range|microwave,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.919,True,0,0,,,empty
371,How can you clean the grease filter of a over-the-range microwave?,how|can|you|clean|the|grease|filter|of|a|over-the-range|microwave,a,0.0909,5,0.3615,0.3516,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9387,True,0,5,空调手册|空调手册|发电机手册,Manual01_32,low
372,How can you replace the charcoal filter of a over-the-range microwave?,how|can|you|replace|the|charcoal|filter|of|a|over-the-range|microwave,a,0.0909,5,0.3467,0.3419,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8867,True,0,5,空气净化器手册|发电机手册|水泵手册,Manual03_0|Manual03_1|Manual03_2|Manual03_3,low
373,How can you replace the oven light of a over-the-range microwave?,how|can|you|replace|the|oven|light|of|a|over-the-range|microwave,oven|a,0.1818,5,0.3498,0.2726,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8911,True,0,5,烤箱手册|烤箱手册|烤箱手册,oven_05|oven_06|oven_07,low
374,How can you set the PCI Express 3.0 x16 slots of a motherboard?,how|can|you|set|the|pci|express|3|0|x16|slots|of|a|motherboard,3|0|a,0.2143,3,0.1345,0.0648,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9445,True,0,3,可编程温控器手册|功能键盘手册|健身单车手册,Manual36_37|Manual36_38|Manual36_39,low
375,How can you set the jumpers of a motherboard?,how|can|you|set|the|jumpers|of|a|motherboard,a,0.1111,5,0.1776,0.1383,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9384,True,0,5,健身单车手册|功能键盘手册|可编程温控器手册,Manual14_4|Manual14_5|Manual14_6|Manual14_7|Manual14_8,low
376,How can you set the rear panel connectors of a motherboard?,how|can|you|set|the|rear|panel|connectors|of|a|motherboard,a,0.0909,5,0.3356,0.2799,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9208,True,0,5,可编程温控器手册|健身单车手册|健身单车手册,Manual36_17|Manual36_18|Manual36_19|Manual36_20,low
377,How can you set the onboard LED of a motherboard?,how|can|you|set|the|onboard|led|of|a|motherboard,a,0.1,5,0.222,0.1539,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9523,True,0,5,功能键盘手册|健身单车手册|空调手册,,low
378,How can you update the BIOS file of a motherboard?,how|can|you|update|the|bios|file|of|a|motherboard,a,0.1,3,0.043,0.0157,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9356,True,0,3,健身追踪器手册|健身单车手册|吹风机手册,,low
379,How can you create RAID of a motherboard?,how|can|you|create|raid|of|a|motherboard,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.9052,True,0,0,,,empty
380,How can you use SATA ODD & USB devices to install an operating system for a motherboard?,how|can|you|use|sata|odd|usb|devices|to|install|an|operating|system|for|a|motherboard,install|a,0.125,2,0.4297,0.3696,1.0,1.0,service,unknown,dual_route,mixed,service,manual,0.8693,False,2,0,,,low
381,How can you secure the motherboard to the chassis?,how|can|you|secure|the|motherboard|to|chassis,to,0.125,5,0.1934,0.1169,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9372,True,0,5,健身单车手册|空调手册|功能键盘手册,Manual14_4|Manual14_5|Manual14_6|Manual14_7|Manual14_8,low
382,How can you prepare the installation of Central Processing Unit (CPU) for a motherboard?,how|can|you|prepare|the|installation|of|central|processing|unit|cpu|for|a|motherboard,a,0.0714,5,0.3259,0.3086,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9067,True,0,5,空调手册|可编程温控器手册|健身单车手册,,low
383,How do you know about system memory of a motherboard?,how|do|you|know|about|system|memory|of|a|motherboard,,0.0,4,0.042,0.0115,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8967,True,0,4,健身追踪器手册|相机手册|相机手册,,low
384,How do you know about Serial port connector (10-1 pin COM) of a motherboard?,how|do|you|know|about|serial|port|connector|10-1|pin|com|of|a|motherboard,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.5639,True,0,0,,,empty
385,How do you know about TPM connector (14-1 pin TPM) for a motherboard?,how|do|you|know|about|tpm|connector|14-1|pin|for|a|motherboard,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.6681,True,0,0,,,empty
386,How do you know about Thermal sensor connector (2-pin T_SENSOR) of a motherboard?,how|do|you|know|about|thermal|sensor|connector|2-pin|t_sensor|of|a|motherboard,a,0.0769,5,0.102,0.0556,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.796,True,0,5,冰箱手册|健身追踪器手册|可编程温控器手册,,low
387,How can you set quick release for a multi-use pressure cooker and air fryer?,how|can|you|set|quick|release|for|a|multi-use|pressure|cooker|and|air|fryer,a,0.0714,5,0.3608,0.3543,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9431,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
388,How can you set pressure cooking lid for a multi-use pressure cooker and air fryer?,how|can|you|set|pressure|cooking|lid|for|a|multi-use|cooker|and|air|fryer,a,0.0714,5,0.3776,0.3636,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9374,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
389,How can you set float valve for a multi-use pressure cooker and air fryer?,how|can|you|set|float|valve|for|a|multi-use|pressure|cooker|and|air|fryer,a,0.0714,5,0.3625,0.3573,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9294,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
390,What do you know about anti-block shield for a multi-use pressure cooker and air fryer?,what|do|you|know|about|anti-block|shield|for|a|multi-use|pressure|cooker|and|air|fryer,a,0.0667,5,0.3439,0.3331,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8474,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
391,How can you set steam release valve for a multi-use pressure cooker and air fryer?,how|can|you|set|steam|release|valve|for|a|multi-use|pressure|cooker|and|air|fryer,a,0.0667,5,0.3504,0.3473,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.953,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
392,How can you set anti-block shield for a multi-use pressure cooker and air fryer?,how|can|you|set|anti-block|shield|for|a|multi-use|pressure|cooker|and|air|fryer,a,0.0714,5,0.349,0.3456,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9533,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
393,How can you set silicone cap and float valve for a multi-use pressure cooker and air fryer?,how|can|you|set|silicone|cap|and|float|valve|for|a|multi-use|pressure|cooker|air|fryer,a,0.0625,5,0.3663,0.3606,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9204,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
394,How can you Install the condensation collector for a multi-use pressure cooker and air fryer?,how|can|you|install|the|condensation|collector|for|a|multi-use|pressure|cooker|and|air|fryer,install|a,0.1333,7,0.4197,0.361,1.0,1.0,mixed,unknown,dual_route,mixed,mixed,manual,0.9422,False,2,5,烤箱手册|烤箱手册|烤箱手册,,low
395,How can you install the sealing ring for a multi-use pressure cooker and air fryer?,how|can|you|install|the|sealing|ring|for|a|multi-use|pressure|cooker|and|air|fryer,install|a,0.1333,7,0.4197,0.3674,1.0,1.0,mixed,unknown,dual_route,mixed,mixed,manual,0.8946,False,2,5,烤箱手册|烤箱手册|烤箱手册,,low
396,How can you remove silicone sealing ring for a multi-use pressure cooker and air fryer?,how|can|you|remove|silicone|sealing|ring|for|a|multi-use|pressure|cooker|and|air|fryer,a,0.0667,5,0.3706,0.3651,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9193,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
397,What do you know about sealing ring of a multi-use pressure cooker and air fryer?,what|do|you|know|about|sealing|ring|of|a|multi-use|pressure|cooker|and|air|fryer,a,0.0667,5,0.3516,0.3459,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.6927,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
398,What do you know about steam release valve of a multi-use pressure cooker and air fryer?,what|do|you|know|about|steam|release|valve|of|a|multi-use|pressure|cooker|and|air|fryer,a,0.0625,5,0.341,0.3369,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8421,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
399,What do you know about quick release button of a multi-use pressure cooker and air fryer?,what|do|you|know|about|quick|release|button|of|a|multi-use|pressure|cooker|and|air|fryer,a,0.0625,5,0.3528,0.3453,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8421,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
400,What can you know about natural release(NRorNPR) of a multi-use pressure cooker and air fryer?,what|can|you|know|about|natural|release|nrornpr|of|a|multi-use|pressure|cooker|and|air|fryer,a,0.0625,5,0.338,0.3334,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.6806,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
401,What is the robot anatomy of the vacuum?,what|is|the|robot|anatomy|of|vacuum,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.8393,True,0,0,,,empty
402,What are the two primary modes available on a vacuum cleaner that can be used to tailor its performance to meet different home cleaning needs?,what|are|the|two|primary|modes|available|on|a|vacuum|cleaner|that|can|be|used|to|tailor|its|performance|meet|different|home|cleaning|needs,a,0.0417,5,0.3365,0.3321,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7691,True,0,5,空调手册|空气净化器手册|蒸汽清洁机手册,,low
403,What is the proper procedure for emptying the vacuum cleaner's bin?,what|is|the|proper|procedure|for|emptying|vacuum|cleaner|s|bin,,0.0,5,0.2217,0.1135,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7835,True,0,5,冰箱手册|吹风机手册|吹风机手册,,low
404,What is the correct procedure for cleaning the vacuum cleaner filter?,what|is|the|correct|procedure|for|cleaning|vacuum|cleaner|filter,,0.0,5,0.3276,0.3105,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8895,True,0,5,发电机手册|水泵手册|空调手册,Manual18_62|Manual18_63|Manual18_64,low
405,What is the proper procedure for cleaning the full bin sensors on a vacuum cleaner?,what|is|the|proper|procedure|for|cleaning|full|bin|sensors|on|a|vacuum|cleaner,a,0.0714,2,0.115,0.0725,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7646,True,0,2,空气净化器手册|洗碗机手册,Manual03_21|Manual03_22|Manual03_23,low
406,What is the correct procedure for cleaning the extractors (brushes or rollers) on a vacuum cleaner?,what|is|the|correct|procedure|for|cleaning|extractors|brushes|or|rollers|on|a|vacuum|cleaner,a,0.0667,5,0.2602,0.1773,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8116,True,0,5,VR头显手册|吹风机手册|洗碗机手册,,low
407,What is the proper procedure for cleaning the sensors and charging contacts on a vacuum cleaner?,what|is|the|proper|procedure|for|cleaning|sensors|and|charging|contacts|on|a|vacuum|cleaner,,0.0,5,0.3265,0.3041,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8649,True,0,5,电钻手册|冰箱手册|冰箱手册,,low
408,What is the correct procedure for positioning the home base of a vacuum cleaner?,what|is|the|correct|procedure|for|positioning|home|base|of|a|vacuum|cleaner,a,0.0769,4,0.2659,0.1691,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8238,True,0,4,洗碗机手册|蒸汽清洁机手册|洗碗机手册,,low
409,What is the proper procedure for cleaning the front caster wheel of a vacuum cleaner?,what|is|the|proper|procedure|for|cleaning|front|caster|wheel|of|a|vacuum|cleaner,,0.0,5,0.2803,0.2169,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8325,True,0,5,VR头显手册|吹风机手册|吹风机手册,,low
410,What is the correct procedure for cleaning the side brush of a vacuum cleaner?,what|is|the|correct|procedure|for|cleaning|side|brush|of|a|vacuum|cleaner,a,0.0769,5,0.2424,0.1219,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.836,True,0,5,VR头显手册|蒸汽清洁机手册|吹风机手册,,low
411,What is the function of the dual-mode virtual wall barrier on a vacuum cleaner?,what|is|the|function|of|dual-mode|virtual|wall|barrier|on|a|vacuum|cleaner,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.6001,True,0,0,,,empty
412,What are the troubleshooting steps if the vacuum indicates a problem?,what|are|the|troubleshooting|steps|if|vacuum|indicates|a|problem,a,0.1,5,0.1708,0.0777,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.6972,True,0,5,空调手册|发电机手册|洗碗机手册,,low
413,What are the detailed instructions for T-rail mounting of a camera or equipment?,what|are|the|detailed|instructions|for|t-rail|mounting|of|a|camera|or|equipment,,0.0,1,0.0451,0.0451,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8285,True,0,1,VR头显手册,,low
414,What are the steps to power the camera?,what|are|the|steps|to|power|camera,,0.0,1,0.0032,0.0032,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9086,True,0,1,相机手册,,low
415,What is the proper way to use the brake lever and brake button?,what|is|the|proper|way|to|use|brake|lever|and|button,to,0.0909,3,0.0973,0.0584,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9272,True,0,3,健身单车手册|健身单车手册|摩托艇手册,Manual14_24,low
416,What are the essential preparation checks to perform before using a snowmobile?,what|are|the|essential|preparation|checks|to|perform|before|using|a|snowmobile,,0.0,5,0.2897,0.1391,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8488,True,0,5,空调手册|发电机手册|空调手册,,low
417,What are the detailed steps to start the engine of a snowmobile?,what|are|the|detailed|steps|to|start|engine|of|a|snowmobile,to|a,0.1818,5,0.4099,0.3501,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9746,True,0,5,发电机手册|发电机手册|发电机手册,Manual18_24,low
418,What is a V-BeltHolder?,what|is|a|v-beltholder,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.7387,True,0,0,,,empty
